word,sentiment,lexicon,words_in_lexicon
spear,negative,NRC,6468
special,joy,NRC,6468
special,positive,NRC,6468
specialist,trust,NRC,6468
specialize,trust,NRC,6468
specie,positive,NRC,6468
speck,disgust,NRC,6468
speck,negative,NRC,6468
spectacle,negative,NRC,6468
spectacle,positive,NRC,6468
spectacular,anticipation,NRC,6468
spectacular,surprise,NRC,6468
specter,fear,NRC,6468
specter,negative,NRC,6468
specter,sadness,NRC,6468
spectral,negative,NRC,6468
speculation,fear,NRC,6468
speculation,negative,NRC,6468
speculation,sadness,NRC,6468
speculative,anticipation,NRC,6468
speech,positive,NRC,6468
speedy,positive,NRC,6468
spelling,positive,NRC,6468
spent,negative,NRC,6468
spew,disgust,NRC,6468
spice,positive,NRC,6468
spider,disgust,NRC,6468
spider,fear,NRC,6468
spike,fear,NRC,6468
spine,anger,NRC,6468
spine,negative,NRC,6468
spine,positive,NRC,6468
spinster,fear,NRC,6468
spinster,negative,NRC,6468
spinster,sadness,NRC,6468
spirit,positive,NRC,6468
spirits,anticipation,NRC,6468
spirits,joy,NRC,6468
spirits,positive,NRC,6468
spirits,surprise,NRC,6468
spit,disgust,NRC,6468
spite,anger,NRC,6468
spite,negative,NRC,6468
spiteful,anger,NRC,6468
spiteful,negative,NRC,6468
splash,surprise,NRC,6468
splendid,joy,NRC,6468
splendid,positive,NRC,6468
splendid,surprise,NRC,6468
splendor,anticipation,NRC,6468
splendor,joy,NRC,6468
splendor,positive,NRC,6468
splendor,surprise,NRC,6468
splinter,negative,NRC,6468
split,negative,NRC,6468
splitting,negative,NRC,6468
splitting,sadness,NRC,6468
spoil,disgust,NRC,6468
spoil,negative,NRC,6468
spoiler,negative,NRC,6468
spoiler,sadness,NRC,6468
spoke,negative,NRC,6468
spokesman,trust,NRC,6468
sponge,negative,NRC,6468
sponsor,positive,NRC,6468
sponsor,trust,NRC,6468
spook,fear,NRC,6468
spook,negative,NRC,6468
spotless,positive,NRC,6468
spotless,trust,NRC,6468
spouse,joy,NRC,6468
spouse,positive,NRC,6468
spouse,trust,NRC,6468
sprain,negative,NRC,6468
sprain,sadness,NRC,6468
spree,negative,NRC,6468
sprite,fear,NRC,6468
sprite,negative,NRC,6468
spruce,positive,NRC,6468
spur,fear,NRC,6468
spurious,disgust,NRC,6468
spurious,negative,NRC,6468
squall,fear,NRC,6468
squall,negative,NRC,6468
squall,sadness,NRC,6468
squatter,negative,NRC,6468
squeamish,disgust,NRC,6468
squeamish,fear,NRC,6468
squeamish,negative,NRC,6468
squelch,anger,NRC,6468
squelch,disgust,NRC,6468
squelch,negative,NRC,6468
squirm,disgust,NRC,6468
squirm,negative,NRC,6468
stab,anger,NRC,6468
stab,fear,NRC,6468
stab,negative,NRC,6468
stab,sadness,NRC,6468
stab,surprise,NRC,6468
stable,positive,NRC,6468
stable,trust,NRC,6468
staccato,positive,NRC,6468
stagger,surprise,NRC,6468
staggering,negative,NRC,6468
stagnant,negative,NRC,6468
stagnant,sadness,NRC,6468
stain,disgust,NRC,6468
stain,negative,NRC,6468
stainless,positive,NRC,6468
stale,negative,NRC,6468
stalemate,anger,NRC,6468
stalemate,disgust,NRC,6468
stalk,fear,NRC,6468
stalk,negative,NRC,6468
stall,disgust,NRC,6468
stallion,positive,NRC,6468
stalwart,positive,NRC,6468
stamina,positive,NRC,6468
stamina,trust,NRC,6468
standing,positive,NRC,6468
standoff,anger,NRC,6468
standoff,fear,NRC,6468
standoff,negative,NRC,6468
standstill,anger,NRC,6468
standstill,negative,NRC,6468
star,anticipation,NRC,6468
star,joy,NRC,6468
star,positive,NRC,6468
star,trust,NRC,6468
staring,negative,NRC,6468
stark,negative,NRC,6468
stark,trust,NRC,6468
starlight,positive,NRC,6468
starry,anticipation,NRC,6468
starry,joy,NRC,6468
starry,positive,NRC,6468
start,anticipation,NRC,6468
startle,fear,NRC,6468
startle,negative,NRC,6468
startle,surprise,NRC,6468
startling,surprise,NRC,6468
starvation,fear,NRC,6468
starvation,negative,NRC,6468
starvation,sadness,NRC,6468
starved,negative,NRC,6468
starving,negative,NRC,6468
stately,positive,NRC,6468
statement,positive,NRC,6468
statement,trust,NRC,6468
stationary,negative,NRC,6468
statistical,trust,NRC,6468
statue,positive,NRC,6468
status,positive,NRC,6468
staunch,positive,NRC,6468
stave,negative,NRC,6468
steadfast,positive,NRC,6468
steadfast,trust,NRC,6468
steady,surprise,NRC,6468
steady,trust,NRC,6468
steal,anger,NRC,6468
steal,fear,NRC,6468
steal,negative,NRC,6468
steal,sadness,NRC,6468
stealing,disgust,NRC,6468
stealing,fear,NRC,6468
stealing,negative,NRC,6468
stealth,surprise,NRC,6468
stealthily,surprise,NRC,6468
stealthy,anticipation,NRC,6468
stealthy,fear,NRC,6468
stealthy,negative,NRC,6468
stealthy,surprise,NRC,6468
stellar,positive,NRC,6468
stereotype,negative,NRC,6468
stereotyped,negative,NRC,6468
sterile,negative,NRC,6468
sterile,sadness,NRC,6468
sterility,negative,NRC,6468
sterling,anger,NRC,6468
sterling,anticipation,NRC,6468
sterling,joy,NRC,6468
sterling,negative,NRC,6468
sterling,positive,NRC,6468
sterling,trust,NRC,6468
stern,negative,NRC,6468
steward,positive,NRC,6468
steward,trust,NRC,6468
sticky,disgust,NRC,6468
stiff,negative,NRC,6468
stiffness,negative,NRC,6468
stifle,negative,NRC,6468
stifled,anger,NRC,6468
stifled,fear,NRC,6468
stifled,negative,NRC,6468
stifled,sadness,NRC,6468
stigma,anger,NRC,6468
stigma,disgust,NRC,6468
stigma,fear,NRC,6468
stigma,negative,NRC,6468
stigma,sadness,NRC,6468
stillborn,negative,NRC,6468
stillborn,sadness,NRC,6468
stillness,fear,NRC,6468
stillness,positive,NRC,6468
stillness,sadness,NRC,6468
sting,anger,NRC,6468
sting,fear,NRC,6468
sting,negative,NRC,6468
stinging,negative,NRC,6468
stingy,anger,NRC,6468
stingy,disgust,NRC,6468
stingy,fear,NRC,6468
stingy,negative,NRC,6468
stingy,sadness,NRC,6468
stink,disgust,NRC,6468
stink,negative,NRC,6468
stinking,disgust,NRC,6468
stinking,negative,NRC,6468
stint,fear,NRC,6468
stint,negative,NRC,6468
stint,sadness,NRC,6468
stocks,negative,NRC,6468
stolen,anger,NRC,6468
stolen,negative,NRC,6468
stomach,disgust,NRC,6468
stone,anger,NRC,6468
stone,negative,NRC,6468
stoned,negative,NRC,6468
stools,disgust,NRC,6468
stools,negative,NRC,6468
stoppage,negative,NRC,6468
store,anticipation,NRC,6468
store,positive,NRC,6468
storm,anger,NRC,6468
storm,negative,NRC,6468
storming,anger,NRC,6468
stormy,fear,NRC,6468
stormy,negative,NRC,6468
straightforward,positive,NRC,6468
straightforward,trust,NRC,6468
strained,anger,NRC,6468
strained,negative,NRC,6468
straits,fear,NRC,6468
straits,negative,NRC,6468
stranded,negative,NRC,6468
stranger,fear,NRC,6468
stranger,negative,NRC,6468
strangle,anger,NRC,6468
strangle,disgust,NRC,6468
strangle,fear,NRC,6468
strangle,negative,NRC,6468
strangle,sadness,NRC,6468
strangle,surprise,NRC,6468
strategic,positive,NRC,6468
strategist,anticipation,NRC,6468
strategist,positive,NRC,6468
strategist,trust,NRC,6468
stray,negative,NRC,6468
strength,positive,NRC,6468
strength,trust,NRC,6468
strengthen,positive,NRC,6468
strengthening,joy,NRC,6468
strengthening,positive,NRC,6468
strengthening,trust,NRC,6468
stress,negative,NRC,6468
stretcher,fear,NRC,6468
stretcher,sadness,NRC,6468
stricken,sadness,NRC,6468
strife,anger,NRC,6468
strife,negative,NRC,6468
strike,anger,NRC,6468
strike,negative,NRC,6468
striking,positive,NRC,6468
strikingly,positive,NRC,6468
strip,negative,NRC,6468
strip,sadness,NRC,6468
stripe,negative,NRC,6468
stripped,anger,NRC,6468
stripped,anticipation,NRC,6468
stripped,disgust,NRC,6468
stripped,fear,NRC,6468
stripped,negative,NRC,6468
stripped,sadness,NRC,6468
strive,anticipation,NRC,6468
stroke,fear,NRC,6468
stroke,negative,NRC,6468
stroke,sadness,NRC,6468
strongly,positive,NRC,6468
structural,trust,NRC,6468
structure,positive,NRC,6468
structure,trust,NRC,6468
struggle,anger,NRC,6468
struggle,fear,NRC,6468
struggle,negative,NRC,6468
struggle,sadness,NRC,6468
strut,negative,NRC,6468
stud,positive,NRC,6468
study,positive,NRC,6468
stuffy,negative,NRC,6468
stumble,negative,NRC,6468
stunned,fear,NRC,6468
stunned,negative,NRC,6468
stunned,surprise,NRC,6468
stunted,negative,NRC,6468
stupid,negative,NRC,6468
stupidity,negative,NRC,6468
stupor,negative,NRC,6468
sturdy,positive,NRC,6468
sty,disgust,NRC,6468
sty,negative,NRC,6468
subdue,negative,NRC,6468
subito,surprise,NRC,6468
subject,negative,NRC,6468
subjected,negative,NRC,6468
subjected,sadness,NRC,6468
subjection,negative,NRC,6468
subjugation,anger,NRC,6468
subjugation,disgust,NRC,6468
subjugation,fear,NRC,6468
subjugation,negative,NRC,6468
subjugation,sadness,NRC,6468
sublimation,joy,NRC,6468
sublimation,positive,NRC,6468
submit,anticipation,NRC,6468
subordinate,fear,NRC,6468
subordinate,negative,NRC,6468
subpoena,negative,NRC,6468
subscribe,anticipation,NRC,6468
subsidence,negative,NRC,6468
subsidence,sadness,NRC,6468
subsidy,anger,NRC,6468
subsidy,disgust,NRC,6468
subsidy,negative,NRC,6468
subsist,negative,NRC,6468
substance,positive,NRC,6468
substantiate,trust,NRC,6468
substantive,positive,NRC,6468
subtract,negative,NRC,6468
subversion,anger,NRC,6468
subversion,fear,NRC,6468
subversion,negative,NRC,6468
subversive,anger,NRC,6468
subversive,negative,NRC,6468
subversive,surprise,NRC,6468
subvert,disgust,NRC,6468
subvert,fear,NRC,6468
subvert,negative,NRC,6468
subvert,sadness,NRC,6468
succeed,anticipation,NRC,6468
succeed,joy,NRC,6468
succeed,positive,NRC,6468
succeed,surprise,NRC,6468
succeed,trust,NRC,6468
succeeding,anticipation,NRC,6468
succeeding,joy,NRC,6468
succeeding,positive,NRC,6468
succeeding,trust,NRC,6468
success,anticipation,NRC,6468
success,joy,NRC,6468
success,positive,NRC,6468
successful,anticipation,NRC,6468
successful,joy,NRC,6468
successful,positive,NRC,6468
successful,trust,NRC,6468
succinct,positive,NRC,6468
succulent,negative,NRC,6468
succulent,positive,NRC,6468
succumb,negative,NRC,6468
suck,negative,NRC,6468
sucker,anger,NRC,6468
sucker,negative,NRC,6468
sudden,surprise,NRC,6468
suddenly,surprise,NRC,6468
sue,anger,NRC,6468
sue,negative,NRC,6468
sue,sadness,NRC,6468
suffer,negative,NRC,6468
sufferer,fear,NRC,6468
sufferer,negative,NRC,6468
sufferer,sadness,NRC,6468
suffering,disgust,NRC,6468
suffering,fear,NRC,6468
suffering,negative,NRC,6468
suffering,sadness,NRC,6468
sufficiency,positive,NRC,6468
suffocating,disgust,NRC,6468
suffocating,fear,NRC,6468
suffocating,negative,NRC,6468
suffocating,sadness,NRC,6468
suffocation,anger,NRC,6468
suffocation,fear,NRC,6468
suffocation,negative,NRC,6468
sugar,positive,NRC,6468
suggest,trust,NRC,6468
suicidal,anger,NRC,6468
suicidal,disgust,NRC,6468
suicidal,fear,NRC,6468
suicidal,negative,NRC,6468
suicidal,sadness,NRC,6468
suicide,anger,NRC,6468
suicide,fear,NRC,6468
suicide,negative,NRC,6468
suicide,sadness,NRC,6468
suitable,positive,NRC,6468
sullen,anger,NRC,6468
sullen,negative,NRC,6468
sullen,sadness,NRC,6468
sultan,fear,NRC,6468
sultry,positive,NRC,6468
summons,negative,NRC,6468
sump,disgust,NRC,6468
sun,anticipation,NRC,6468
sun,joy,NRC,6468
sun,positive,NRC,6468
sun,surprise,NRC,6468
sun,trust,NRC,6468
sundial,anticipation,NRC,6468
sundial,trust,NRC,6468
sunk,disgust,NRC,6468
sunk,fear,NRC,6468
sunk,negative,NRC,6468
sunk,sadness,NRC,6468
sunny,anticipation,NRC,6468
sunny,joy,NRC,6468
sunny,positive,NRC,6468
sunny,surprise,NRC,6468
sunset,anticipation,NRC,6468
sunset,positive,NRC,6468
sunshine,joy,NRC,6468
sunshine,positive,NRC,6468
superb,positive,NRC,6468
superficial,negative,NRC,6468
superfluous,negative,NRC,6468
superhuman,positive,NRC,6468
superior,positive,NRC,6468
superiority,positive,NRC,6468
superman,joy,NRC,6468
superman,positive,NRC,6468
superman,trust,NRC,6468
superstar,joy,NRC,6468
superstar,positive,NRC,6468
superstar,trust,NRC,6468
superstition,fear,NRC,6468
superstition,negative,NRC,6468
superstition,positive,NRC,6468
superstitious,anticipation,NRC,6468
superstitious,fear,NRC,6468
superstitious,negative,NRC,6468
supplication,positive,NRC,6468
supplication,trust,NRC,6468
supplies,positive,NRC,6468
supply,positive,NRC,6468
supported,positive,NRC,6468
supporter,joy,NRC,6468
supporter,positive,NRC,6468
supporter,trust,NRC,6468
supporting,positive,NRC,6468
supporting,trust,NRC,6468
suppress,anger,NRC,6468
suppress,fear,NRC,6468
suppress,negative,NRC,6468
suppress,sadness,NRC,6468
suppression,anger,NRC,6468
suppression,disgust,NRC,6468
suppression,fear,NRC,6468
suppression,negative,NRC,6468
supremacy,anger,NRC,6468
supremacy,anticipation,NRC,6468
supremacy,fear,NRC,6468
supremacy,joy,NRC,6468
supremacy,negative,NRC,6468
supremacy,positive,NRC,6468
supremacy,surprise,NRC,6468
supremacy,trust,NRC,6468
supreme,positive,NRC,6468
supremely,positive,NRC,6468
surcharge,anger,NRC,6468
surcharge,negative,NRC,6468
surety,positive,NRC,6468
surety,trust,NRC,6468
surge,surprise,NRC,6468
surgery,fear,NRC,6468
surgery,sadness,NRC,6468
surly,anger,NRC,6468
surly,disgust,NRC,6468
surly,negative,NRC,6468
surmise,positive,NRC,6468
surpassing,positive,NRC,6468
surprise,fear,NRC,6468
surprise,joy,NRC,6468
surprise,positive,NRC,6468
surprise,surprise,NRC,6468
surprised,surprise,NRC,6468
surprising,surprise,NRC,6468
surprisingly,anticipation,NRC,6468
surprisingly,surprise,NRC,6468
surrender,fear,NRC,6468
surrender,negative,NRC,6468
surrender,sadness,NRC,6468
surrendering,negative,NRC,6468
surrendering,sadness,NRC,6468
surrogate,trust,NRC,6468
surround,anticipation,NRC,6468
surround,negative,NRC,6468
surround,positive,NRC,6468
surveillance,fear,NRC,6468
surveying,positive,NRC,6468
survive,positive,NRC,6468
susceptible,negative,NRC,6468
suspect,fear,NRC,6468
suspect,negative,NRC,6468
suspense,anticipation,NRC,6468
suspense,fear,NRC,6468
suspense,surprise,NRC,6468
suspension,fear,NRC,6468
suspension,negative,NRC,6468
suspicion,fear,NRC,6468
suspicion,negative,NRC,6468
suspicious,anger,NRC,6468
suspicious,anticipation,NRC,6468
suspicious,negative,NRC,6468
swab,negative,NRC,6468
swamp,disgust,NRC,6468
swamp,fear,NRC,6468
swamp,negative,NRC,6468
swampy,disgust,NRC,6468
swampy,fear,NRC,6468
swampy,negative,NRC,6468
swarm,disgust,NRC,6468
swastika,anger,NRC,6468
swastika,fear,NRC,6468
swastika,negative,NRC,6468
swear,positive,NRC,6468
swear,trust,NRC,6468
sweat,fear,NRC,6468
sweet,anticipation,NRC,6468
sweet,joy,NRC,6468
sweet,positive,NRC,6468
sweet,surprise,NRC,6468
sweet,trust,NRC,6468
sweetheart,anticipation,NRC,6468
sweetheart,joy,NRC,6468
sweetheart,positive,NRC,6468
sweetheart,sadness,NRC,6468
sweetheart,trust,NRC,6468
sweetie,positive,NRC,6468
sweetness,positive,NRC,6468
sweets,anticipation,NRC,6468
sweets,joy,NRC,6468
sweets,positive,NRC,6468
swelling,fear,NRC,6468
swelling,negative,NRC,6468
swerve,fear,NRC,6468
swerve,surprise,NRC,6468
swift,positive,NRC,6468
swig,disgust,NRC,6468
swig,negative,NRC,6468
swim,anticipation,NRC,6468
swim,fear,NRC,6468
swim,joy,NRC,6468
swim,positive,NRC,6468
swine,disgust,NRC,6468
swine,negative,NRC,6468
swollen,negative,NRC,6468
symbolic,positive,NRC,6468
symmetrical,positive,NRC,6468
symmetry,joy,NRC,6468
symmetry,positive,NRC,6468
symmetry,trust,NRC,6468
sympathetic,fear,NRC,6468
sympathetic,joy,NRC,6468
sympathetic,positive,NRC,6468
sympathetic,sadness,NRC,6468
sympathetic,trust,NRC,6468
sympathize,sadness,NRC,6468
sympathy,positive,NRC,6468
sympathy,sadness,NRC,6468
symphony,anticipation,NRC,6468
symphony,joy,NRC,6468
symphony,positive,NRC,6468
symptom,negative,NRC,6468
synchronize,anticipation,NRC,6468
synchronize,joy,NRC,6468
synchronize,positive,NRC,6468
synchronize,surprise,NRC,6468
synchronize,trust,NRC,6468
syncope,fear,NRC,6468
syncope,negative,NRC,6468
syncope,sadness,NRC,6468
syncope,surprise,NRC,6468
synergistic,positive,NRC,6468
synergistic,trust,NRC,6468
synod,positive,NRC,6468
synod,trust,NRC,6468
synonymous,fear,NRC,6468
synonymous,negative,NRC,6468
synonymous,positive,NRC,6468
synonymous,trust,NRC,6468
syringe,fear,NRC,6468
system,trust,NRC,6468
taboo,disgust,NRC,6468
taboo,fear,NRC,6468
taboo,negative,NRC,6468
tabulate,anticipation,NRC,6468
tackle,anger,NRC,6468
tackle,surprise,NRC,6468
tact,positive,NRC,6468
tactics,fear,NRC,6468
tactics,trust,NRC,6468
taint,negative,NRC,6468
taint,sadness,NRC,6468
tale,positive,NRC,6468
talent,positive,NRC,6468
talisman,positive,NRC,6468
talk,positive,NRC,6468
talons,anger,NRC,6468
talons,fear,NRC,6468
talons,negative,NRC,6468
tandem,trust,NRC,6468
tangled,negative,NRC,6468
tanned,positive,NRC,6468
tantalizing,anticipation,NRC,6468
tantalizing,joy,NRC,6468
tantalizing,negative,NRC,6468
tantalizing,positive,NRC,6468
tantalizing,surprise,NRC,6468
tantamount,trust,NRC,6468
tardiness,negative,NRC,6468
tardy,negative,NRC,6468
tariff,anger,NRC,6468
tariff,disgust,NRC,6468
tariff,negative,NRC,6468
tarnish,disgust,NRC,6468
tarnish,negative,NRC,6468
tarnish,sadness,NRC,6468
tarry,negative,NRC,6468
task,positive,NRC,6468
tasteful,positive,NRC,6468
tasteless,disgust,NRC,6468
tasteless,negative,NRC,6468
tasty,positive,NRC,6468
taught,trust,NRC,6468
taunt,anger,NRC,6468
taunt,fear,NRC,6468
taunt,negative,NRC,6468
taunt,sadness,NRC,6468
tawny,disgust,NRC,6468
tax,negative,NRC,6468
tax,sadness,NRC,6468
teach,joy,NRC,6468
teach,positive,NRC,6468
teach,surprise,NRC,6468
teach,trust,NRC,6468
teacher,positive,NRC,6468
teacher,trust,NRC,6468
team,trust,NRC,6468
tearful,disgust,NRC,6468
tearful,fear,NRC,6468
tearful,sadness,NRC,6468
tease,anger,NRC,6468
tease,anticipation,NRC,6468
tease,negative,NRC,6468
tease,sadness,NRC,6468
teasing,anger,NRC,6468
teasing,fear,NRC,6468
teasing,negative,NRC,6468
technology,positive,NRC,6468
tedious,negative,NRC,6468
tedium,negative,NRC,6468
teeming,disgust,NRC,6468
teens,negative,NRC,6468
teens,positive,NRC,6468
temperance,positive,NRC,6468
temperate,trust,NRC,6468
tempered,positive,NRC,6468
tempest,anger,NRC,6468
tempest,anticipation,NRC,6468
tempest,fear,NRC,6468
tempest,negative,NRC,6468
tempest,sadness,NRC,6468
tempest,surprise,NRC,6468
temptation,negative,NRC,6468
tenable,positive,NRC,6468
tenacious,positive,NRC,6468
tenacity,positive,NRC,6468
tenancy,positive,NRC,6468
tenant,positive,NRC,6468
tender,joy,NRC,6468
tender,positive,NRC,6468
tender,trust,NRC,6468
tenderness,joy,NRC,6468
tenderness,positive,NRC,6468
tenement,negative,NRC,6468
tension,anger,NRC,6468
terminal,fear,NRC,6468
terminal,negative,NRC,6468
terminal,sadness,NRC,6468
terminate,sadness,NRC,6468
termination,negative,NRC,6468
termination,sadness,NRC,6468
termite,disgust,NRC,6468
termite,negative,NRC,6468
terrible,anger,NRC,6468
terrible,disgust,NRC,6468
terrible,fear,NRC,6468
terrible,negative,NRC,6468
terrible,sadness,NRC,6468
terribly,sadness,NRC,6468
terrific,sadness,NRC,6468
terror,fear,NRC,6468
terror,negative,NRC,6468
terrorism,anger,NRC,6468
terrorism,disgust,NRC,6468
terrorism,fear,NRC,6468
terrorism,negative,NRC,6468
terrorism,sadness,NRC,6468
terrorist,anger,NRC,6468
terrorist,disgust,NRC,6468
terrorist,fear,NRC,6468
terrorist,negative,NRC,6468
terrorist,sadness,NRC,6468
terrorist,surprise,NRC,6468
terrorize,anger,NRC,6468
terrorize,fear,NRC,6468
terrorize,negative,NRC,6468
terrorize,sadness,NRC,6468
testament,anticipation,NRC,6468
testament,trust,NRC,6468
testimony,trust,NRC,6468
tetanus,disgust,NRC,6468
tetanus,negative,NRC,6468
tether,negative,NRC,6468
thankful,joy,NRC,6468
thankful,positive,NRC,6468
thanksgiving,joy,NRC,6468
thanksgiving,positive,NRC,6468
theft,anger,NRC,6468
theft,disgust,NRC,6468
theft,fear,NRC,6468
theft,negative,NRC,6468
theft,sadness,NRC,6468
theism,disgust,NRC,6468
theism,negative,NRC,6468
theocratic,anger,NRC,6468
theocratic,fear,NRC,6468
theocratic,negative,NRC,6468
theocratic,sadness,NRC,6468
theocratic,trust,NRC,6468
theological,trust,NRC,6468
theology,anticipation,NRC,6468
theorem,trust,NRC,6468
theoretical,positive,NRC,6468
theory,anticipation,NRC,6468
theory,trust,NRC,6468
therapeutic,joy,NRC,6468
therapeutic,positive,NRC,6468
therapeutic,trust,NRC,6468
therapeutics,positive,NRC,6468
thermocouple,anticipation,NRC,6468
thermometer,trust,NRC,6468
thief,anger,NRC,6468
thief,disgust,NRC,6468
thief,fear,NRC,6468
thief,negative,NRC,6468
thief,sadness,NRC,6468
thief,surprise,NRC,6468
thinker,positive,NRC,6468
thirst,anticipation,NRC,6468
thirst,sadness,NRC,6468
thirst,surprise,NRC,6468
thirsty,negative,NRC,6468
thirteenth,fear,NRC,6468
thorn,negative,NRC,6468
thorny,fear,NRC,6468
thorny,negative,NRC,6468
thoroughbred,positive,NRC,6468
thought,anticipation,NRC,6468
thoughtful,positive,NRC,6468
thoughtful,trust,NRC,6468
thoughtfulness,positive,NRC,6468
thoughtless,anger,NRC,6468
thoughtless,disgust,NRC,6468
thoughtless,negative,NRC,6468
thrash,anger,NRC,6468
thrash,disgust,NRC,6468
thrash,fear,NRC,6468
thrash,negative,NRC,6468
thrash,sadness,NRC,6468
threat,anger,NRC,6468
threat,fear,NRC,6468
threat,negative,NRC,6468
threaten,anger,NRC,6468
threaten,anticipation,NRC,6468
threaten,fear,NRC,6468
threaten,negative,NRC,6468
threatening,anger,NRC,6468
threatening,disgust,NRC,6468
threatening,fear,NRC,6468
threatening,negative,NRC,6468
thresh,anger,NRC,6468
thresh,fear,NRC,6468
thresh,negative,NRC,6468
thresh,sadness,NRC,6468
thrift,disgust,NRC,6468
thrift,positive,NRC,6468
thrift,trust,NRC,6468
thrill,anticipation,NRC,6468
thrill,fear,NRC,6468
thrill,joy,NRC,6468
thrill,positive,NRC,6468
thrill,surprise,NRC,6468
thrilling,anticipation,NRC,6468
thrilling,joy,NRC,6468
thrilling,positive,NRC,6468
thrilling,surprise,NRC,6468
thriving,anticipation,NRC,6468
thriving,joy,NRC,6468
thriving,positive,NRC,6468
throb,fear,NRC,6468
throb,negative,NRC,6468
throb,sadness,NRC,6468
throne,positive,NRC,6468
throne,trust,NRC,6468
throttle,anger,NRC,6468
throttle,negative,NRC,6468
thug,anger,NRC,6468
thug,disgust,NRC,6468
thug,fear,NRC,6468
thug,negative,NRC,6468
thump,anger,NRC,6468
thump,negative,NRC,6468
thumping,fear,NRC,6468
thundering,anger,NRC,6468
thundering,fear,NRC,6468
thundering,negative,NRC,6468
thwart,negative,NRC,6468
thwart,surprise,NRC,6468
tickle,anticipation,NRC,6468
tickle,joy,NRC,6468
tickle,positive,NRC,6468
tickle,surprise,NRC,6468
tickle,trust,NRC,6468
tiff,anger,NRC,6468
tiff,negative,NRC,6468
tighten,anger,NRC,6468
tiling,positive,NRC,6468
time,anticipation,NRC,6468
timely,positive,NRC,6468
timid,fear,NRC,6468
timid,negative,NRC,6468
timid,sadness,NRC,6468
timidity,anticipation,NRC,6468
timidity,fear,NRC,6468
timidity,negative,NRC,6468
tinsel,joy,NRC,6468
tinsel,positive,NRC,6468
tipsy,negative,NRC,6468
tirade,anger,NRC,6468
tirade,disgust,NRC,6468
tirade,negative,NRC,6468
tired,negative,NRC,6468
tiredness,negative,NRC,6468
tiresome,negative,NRC,6468
tit,negative,NRC,6468
title,positive,NRC,6468
title,trust,NRC,6468
toad,disgust,NRC,6468
toad,negative,NRC,6468
toast,joy,NRC,6468
toast,positive,NRC,6468
tobacco,negative,NRC,6468
toilet,disgust,NRC,6468
toilet,negative,NRC,6468
toils,negative,NRC,6468
tolerant,positive,NRC,6468
tolerate,anger,NRC,6468
tolerate,negative,NRC,6468
tolerate,sadness,NRC,6468
toleration,positive,NRC,6468
tomb,sadness,NRC,6468
tomorrow,anticipation,NRC,6468
toothache,fear,NRC,6468
toothache,negative,NRC,6468
top,anticipation,NRC,6468
top,positive,NRC,6468
top,trust,NRC,6468
topple,surprise,NRC,6468
torment,anger,NRC,6468
torment,fear,NRC,6468
torment,negative,NRC,6468
torment,sadness,NRC,6468
torn,negative,NRC,6468
tornado,fear,NRC,6468
torpedo,anger,NRC,6468
torpedo,negative,NRC,6468
torrent,fear,NRC,6468
torrid,negative,NRC,6468
tort,negative,NRC,6468
tortious,anger,NRC,6468
tortious,disgust,NRC,6468
tortious,negative,NRC,6468
torture,anger,NRC,6468
torture,anticipation,NRC,6468
torture,disgust,NRC,6468
torture,fear,NRC,6468
torture,negative,NRC,6468
torture,sadness,NRC,6468
touched,negative,NRC,6468
touchy,anger,NRC,6468
touchy,negative,NRC,6468
touchy,sadness,NRC,6468
tough,negative,NRC,6468
tough,sadness,NRC,6468
toughness,anger,NRC,6468
toughness,fear,NRC,6468
toughness,positive,NRC,6468
toughness,trust,NRC,6468
tower,positive,NRC,6468
towering,anticipation,NRC,6468
towering,fear,NRC,6468
towering,positive,NRC,6468
toxic,disgust,NRC,6468
toxic,negative,NRC,6468
toxin,fear,NRC,6468
toxin,negative,NRC,6468
track,anticipation,NRC,6468
tract,fear,NRC,6468
trade,trust,NRC,6468
traditional,positive,NRC,6468
tragedy,fear,NRC,6468
tragedy,negative,NRC,6468
tragedy,sadness,NRC,6468
tragic,negative,NRC,6468
trainer,trust,NRC,6468
traitor,anger,NRC,6468
traitor,disgust,NRC,6468
traitor,fear,NRC,6468
traitor,negative,NRC,6468
traitor,sadness,NRC,6468
tramp,disgust,NRC,6468
tramp,fear,NRC,6468
tramp,negative,NRC,6468
tramp,sadness,NRC,6468
trance,negative,NRC,6468
tranquil,joy,NRC,6468
tranquil,positive,NRC,6468
tranquility,joy,NRC,6468
tranquility,positive,NRC,6468
tranquility,trust,NRC,6468
transaction,trust,NRC,6468
transcendence,anticipation,NRC,6468
transcendence,joy,NRC,6468
transcendence,positive,NRC,6468
transcendence,surprise,NRC,6468
transcendence,trust,NRC,6468
transcendental,positive,NRC,6468
transcript,trust,NRC,6468
transgression,negative,NRC,6468
transitional,anticipation,NRC,6468
translation,trust,NRC,6468
trappings,negative,NRC,6468
traps,negative,NRC,6468
trash,disgust,NRC,6468
trash,negative,NRC,6468
trash,sadness,NRC,6468
trashy,disgust,NRC,6468
trashy,negative,NRC,6468
traumatic,anger,NRC,6468
traumatic,fear,NRC,6468
traumatic,negative,NRC,6468
traumatic,sadness,NRC,6468
travail,negative,NRC,6468
traveling,positive,NRC,6468
travesty,disgust,NRC,6468
travesty,fear,NRC,6468
travesty,negative,NRC,6468
travesty,sadness,NRC,6468
treacherous,anger,NRC,6468
